,Region,Category,Level,Place,Player,Time,Run Date,ID,Date
567,NTSC,1 Lap,Glacier Coast,3.0,Game,24.205,2018-12-01,y6pojq6m,2022-01-01
568,NTSC,1 Lap,Glacier Coast,4.0,mo_moe,24.285,2017-07-14,zgnvrvdy,2022-01-01
569,NTSC,1 Lap,Glacier Coast,5.0,Illudude,24.367,2020-07-27,y65j32pz,2022-01-01
570,NTSC,1 Lap,Glacier Coast,6.0,MDK1,24.399,2020-07-04,yoko6ejz,2022-01-01
571,NTSC,1 Lap,Glacier Coast,7.0,analogism,24.418,2016-04-11,9mrr5ndm,2022-01-01
572,NTSC,1 Lap,Glacier Coast,8.0,meauxdal,24.424,2018-10-13,y89jgwdm,2022-01-01
573,NTSC,1 Lap,Glacier Coast,9.0,MyOhMyPancakes,24.585,2019-04-05,mr8p417y,2022-01-01
574,NTSC,1 Lap,Glacier Coast,10.0,MetalHead,24.604,2019-09-14,y6ln6qqy,2022-01-01
575,NTSC,1 Lap,Glacier Coast,11.0,andypanther,24.627,2021-07-01,y939wrky,2022-01-01
576,NTSC,1 Lap,Glacier Coast,12.0,AS_Money,24.643,2020-03-30,znkwn43z,2022-01-01
577,NTSC,1 Lap,Glacier Coast,13.0,admiralsmit,24.753,2017-12-16,yjk25d7m,2022-01-01
578,NTSC,1 Lap,Glacier Coast,14.0,KoiIroHoshi,24.948,2017-06-04,y2315e7m,2022-01-01
579,NTSC,1 Lap,Glacier Coast,15.0,the_androgyne,25.08,2018-07-23,z03535ez,2022-01-01
580,NTSC,1 Lap,Glacier Coast,16.0,GhillieGuide,25.382,2016-05-23,kz5en2nz,2022-01-01
581,NTSC,1 Lap,Glacier Coast,17.0,RyanWarner,26.513,2021-07-11,zq1oeq8m,2022-01-01
582,NTSC,1 Lap,Glacier Coast,18.0,Bace,26.593,2018-01-31,yjk980gm,2022-01-01
583,NTSC,1 Lap,Glacier Coast,19.0,th3ch0s3n0n3,26.921,2021-01-12,z505rody,2022-01-01
584,NTSC,1 Lap,Glacier Coast,20.0,AdomHaMez,27.592,2021-09-25,yj52jq3m,2022-01-01
585,NTSC,1 Lap,Glacier Coast,21.0,Mahrla,29.674,2011-05-28,yjkrejgm,2022-01-01
586,NTSC,1 Lap,Glacier Coast,22.0,Recurv2,30.726,2021-02-22,y66xw6qy,2022-01-01
587,NTSC,1 Lap,Glacier Coast,23.0,DJ-Cat,31.82,2020-05-23,y82d5n5y,2022-01-01
588,NTSC,Reverse,Glacier Coast,1.0,Shibbypod,80.181,2021-07-03,mkel8rxm,2022-01-01
589,NTSC,Reverse,Glacier Coast,2.0,doctorfeesh,80.336,2021-11-30,yle3r3xz,2022-01-01
590,NTSC,Reverse,Glacier Coast,3.0,Game,80.649,2019-12-07,m31j72wz,2022-01-01
591,NTSC,Reverse,Glacier Coast,4.0,AS_Money,81.673,2019-10-06,z1jpk4jz,2022-01-01
592,NTSC,Reverse,Glacier Coast,5.0,andypanther,82.255,2020-07-27,yokevw5z,2022-01-01
593,NTSC,Reverse,Glacier Coast,6.0,MyOhMyPancakes,82.469,2019-01-23,yl4xo4xm,2022-01-01
594,NTSC,Reverse,Glacier Coast,7.0,MetalHead,82.524,2019-06-14,y6lp63jy,2022-01-01
595,NTSC,Reverse,Glacier Coast,8.0,KoiIroHoshi,82.579,2017-06-10,z5o7xl5y,2022-01-01
596,NTSC,Reverse,Glacier Coast,9.0,meauxdal,82.611,2018-01-24,y67vk80m,2022-01-01
597,NTSC,Reverse,Glacier Coast,10.0,ZubyDoo77,82.623,2020-07-25,y65g2qqz,2022-01-01
598,NTSC,Reverse,Glacier Coast,11.0,GhillieGuide,82.737,2018-04-18,zxv1v65y,2022-01-01
599,NTSC,Reverse,Glacier Coast,12.0,the_androgyne,82.794,2018-01-25,zpqxn38y,2022-01-01
600,NTSC,Reverse,Glacier Coast,13.0,Bace,86.017,2018-03-18,y8qn45ny,2022-01-01
601,NTSC,Reverse,Glacier Coast,14.0,RyanWarner,87.908,2021-07-11,y6d4oejm,2022-01-01
602,NTSC,Reverse,Glacier Coast,15.0,JimB,99.96,2019-06-15,z1j18wjz,2022-01-01
603,NTSC,Reverse,Glacier Coast,16.0,Mahrla,101.59,2011-05-28,yo48qvdm,2022-01-01
604,NTSC,Reverse,Glacier Coast,17.0,DJ-Cat,104.409,2020-06-05,yv6rg0ez,2022-01-01
605,NTSC,3 Lap,Southern Island,1.0,Shibbypod,73.306,2020-12-16,z53lkjny,2022-01-01
606,NTSC,3 Lap,Southern Island,2.0,MDK1,73.965,2021-12-09,yle9pvnz,2022-01-01
607,NTSC,3 Lap,Southern Island,3.0,doctorfeesh,73.983,2020-04-17,m7gqgn9m,2022-01-01
608,NTSC,3 Lap,Southern Island,4.0,Game,74.298,2018-12-08,mr821o7y,2022-01-01
609,NTSC,3 Lap,Southern Island,5.0,mo_moe,74.309,2017-09-11,y8qe8xxy,2022-01-01
610,NTSC,3 Lap,Southern Island,6.0,RyanLockwood,74.358,2015-07-30,1zxd5q5y,2022-01-01
611,NTSC,3 Lap,Southern Island,7.0,AS_Money,74.613,2019-09-15,yv3qqg4z,2022-01-01
612,NTSC,3 Lap,Southern Island,8.0,the_androgyne,74.675,2018-07-11,zq3rwx8y,2022-01-01
613,NTSC,3 Lap,Southern Island,9.0,meauxdal,74.842,2017-12-03,mrqovl8y,2022-01-01
614,NTSC,3 Lap,Southern Island,10.0,MyOhMyPancakes,74.909,2019-09-14,y418edny,2022-01-01
615,NTSC,3 Lap,Southern Island,11.0,Illudude,74.913,2011-08-18,2yw18vnz,2022-01-01
616,NTSC,3 Lap,Southern Island,12.0,MetalHead,74.918,2019-01-20,yo20w37z,2022-01-01
617,NTSC,3 Lap,Southern Island,13.0,quickpersonsIND,74.923,2018-01-06,zn8e2x9z,2022-01-01
618,NTSC,3 Lap,Southern Island,14.0,eToast,74.957,2020-07-27,m35wee6y,2022-01-01
619,NTSC,3 Lap,Southern Island,15.0,ZubyDoo77,75.158,2020-07-29,zqwpwqxz,2022-01-01
620,NTSC,3 Lap,Southern Island,16.0,Bert86,75.272,2019-05-01,y6pk5w0m,2022-01-01
621,NTSC,3 Lap,Southern Island,17.0,KoiIroHoshi,75.293,2017-07-04,meko28qm,2022-01-01
622,NTSC,3 Lap,Southern Island,18.0,th3ch0s3n0n3,75.301,2021-04-12,yo7v5kdm,2022-01-01
623,NTSC,3 Lap,Southern Island,19.0,andypanther,75.592,2021-07-25,m77dvkem,2022-01-01
624,NTSC,3 Lap,Southern Island,20.0,bobakanoosh55555,75.669,2018-07-10,yj432wgy,2022-01-01
625,NTSC,3 Lap,Southern Island,21.0,NickWarner,75.672,2021-06-18,y99d0v2y,2022-01-01
626,NTSC,3 Lap,Southern Island,22.0,RyanWarner,75.715,2021-08-01,yj5ke27m,2022-01-01
627,NTSC,3 Lap,Southern Island,23.0,Bace,76.137,2018-01-26,y67el5jm,2022-01-01
628,NTSC,3 Lap,Southern Island,24.0,Maple_Hood,76.99,2014-06-27,nz135qwm,2022-01-01
629,NTSC,3 Lap,Southern Island,25.0,PvtCb,77.392,2020-07-22,ylkp042z,2022-01-01
630,NTSC,3 Lap,Southern Island,26.0,nealclay,77.768,2015-01-02,9meklw3m,2022-01-01
631,NTSC,3 Lap,Southern Island,27.0,FPScanada,78.39,2019-05-03,mr831n2y,2022-01-01
632,NTSC,3 Lap,Southern Island,28.0,Speedruntrainer,78.912,2015-11-17,0y6xlnjy,2022-01-01
633,NTSC,3 Lap,Southern Island,29.0,AdomHaMez,79.373,2021-09-21,m37ln54z,2022-01-01
634,NTSC,3 Lap,Southern Island,30.0,RideThatSurf,86.389,2020-11-04,z097vroz,2022-01-01
635,NTSC,3 Lap,Southern Island,31.0,Mahrla,90.121,2011-05-28,zn86983z,2022-01-01
636,NTSC,3 Lap,Southern Island,32.0,DJ-Cat,91.269,2020-06-25,meoeqv2z,2022-01-01
637,NTSC,3 Lap,Southern Island,33.0,JimB,91.47,2019-07-07,y9507pnz,2022-01-01
638,NTSC,3 Lap,Southern Island,34.0,Recurv2,93.249,2021-02-05,z06r1qjz,2022-01-01
639,NTSC,1 Lap,Southern Island,1.0,Shibbypod,22.962,2018-03-21,zg77nrez,2022-01-01
640,NTSC,1 Lap,Southern Island,2.0,doctorfeesh,23.071,2019-10-23,mex1n00z,2022-01-01
641,NTSC,1 Lap,Southern Island,3.0,MDK1,23.235,2021-12-11,m36dpqdm,2022-01-01
642,NTSC,1 Lap,Southern Island,4.0,Game,23.268,2020-03-31,y4w594km,2022-01-01
643,NTSC,1 Lap,Southern Island,5.0,mo_moe,23.361,2017-09-12,zgnrp60y,2022-01-01
644,NTSC,1 Lap,Southern Island,6.0,MetalHead,23.451,2019-01-29,zg7olndz,2022-01-01
645,NTSC,1 Lap,Southern Island,7.0,meauxdal,23.457,2017-12-03,z5oe8pjy,2022-01-01
646,NTSC,1 Lap,Southern Island,8.0,the_androgyne,23.46,2018-07-11,y9251w2z,2022-01-01
647,NTSC,1 Lap,Southern Island,8.0,AS_Money,23.46,2019-09-15,yj3xxk3z,2022-01-01
648,NTSC,1 Lap,Southern Island,9.0,eToast,23.485,2020-07-27,z5jl9njm,2022-01-01
649,NTSC,1 Lap,Southern Island,10.0,MyOhMyPancakes,23.491,2019-09-14,y210do6z,2022-01-01
650,NTSC,1 Lap,Southern Island,11.0,ZubyDoo77,23.518,2020-07-29,yoke3xdz,2022-01-01
651,NTSC,1 Lap,Southern Island,12.0,Bert86,23.527,2018-10-16,y438p2qz,2022-01-01
652,NTSC,1 Lap,Southern Island,13.0,th3ch0s3n0n3,23.61,2021-01-17,yd9qgvjz,2022-01-01
653,NTSC,1 Lap,Southern Island,14.0,KoiIroHoshi,23.612,2017-07-06,yo4kgk5m,2022-01-01
654,NTSC,1 Lap,Southern Island,15.0,GhillieGuide,23.65,2016-10-11,8yvnje8m,2022-01-01
655,NTSC,1 Lap,Southern Island,16.0,andypanther,23.664,2020-07-28,yd5450qm,2022-01-01
656,NTSC,1 Lap,Southern Island,17.0,Bace,23.786,2018-01-14,y2325r9m,2022-01-01
657,NTSC,1 Lap,Southern Island,18.0,RyanWarner,23.985,2021-06-14,m3rk654m,2022-01-01
658,NTSC,1 Lap,Southern Island,19.0,dosufura,24.032,2021-10-01,y692w01y,2022-01-01
659,NTSC,1 Lap,Southern Island,20.0,Maple_Hood,24.27,2014-06-27,jy9v33rm,2022-01-01
660,NTSC,1 Lap,Southern Island,21.0,Speedruntrainer,24.467,2015-11-17,9me1x6qy,2022-01-01
661,NTSC,1 Lap,Southern Island,22.0,AdomHaMez,24.638,2021-09-28,zn0e8rvy,2022-01-01
662,NTSC,1 Lap,Southern Island,23.0,FPScanada,25.943,2019-04-06,yj4vxxny,2022-01-01
663,NTSC,1 Lap,Southern Island,24.0,RideThatSurf,27.109,2020-11-04,y2d7lxjz,2022-01-01
664,NTSC,1 Lap,Southern Island,25.0,Mahrla,28.239,2011-05-28,zgn1jndy,2022-01-01
665,NTSC,1 Lap,Southern Island,26.0,JimB,28.772,2019-07-07,z1j53vrz,2022-01-01
666,NTSC,1 Lap,Southern Island,27.0,Recurv2,29.295,2021-02-05,zno1r29y,2022-01-01
667,NTSC,1 Lap,Southern Island,28.0,DJ-Cat,29.43,2020-05-15,z05626jm,2022-01-01
668,NTSC,Reverse,Southern Island,1.0,Shibbypod,79.726,2021-06-19,zp1x3prz,2022-01-01
669,NTSC,Reverse,Southern Island,2.0,MDK1,79.897,2021-12-22,y8j297wz,2022-01-01
670,NTSC,Reverse,Southern Island,3.0,doctorfeesh,79.994,2021-07-31,y475j5dy,2022-01-01
671,NTSC,Reverse,Southern Island,4.0,Game,80.542,2018-11-03,yd31qrqz,2022-01-01
672,NTSC,Reverse,Southern Island,5.0,AS_Money,80.99,2019-09-28,mk8o12vm,2022-01-01
673,NTSC,Reverse,Southern Island,6.0,mo_moe,80.993,2017-10-10,zxvlprky,2022-01-01
674,NTSC,Reverse,Southern Island,7.0,MyOhMyPancakes,81.275,2021-03-31,z504l9gy,2022-01-01
675,NTSC,Reverse,Southern Island,8.0,meauxdal,81.41,2018-11-07,me817v3m,2022-01-01
676,NTSC,Reverse,Southern Island,9.0,MetalHead,81.66,2019-01-20,zg7l5vvz,2022-01-01
677,NTSC,Reverse,Southern Island,10.0,andypanther,81.776,2021-07-26,y69d8kpy,2022-01-01
678,NTSC,Reverse,Southern Island,11.0,ZubyDoo77,81.78,2020-07-25,y90p8lry,2022-01-01
679,NTSC,Reverse,Southern Island,12.0,the_androgyne,81.809,2018-07-12,z031rn9z,2022-01-01
680,NTSC,Reverse,Southern Island,13.0,GhillieGuide,82.255,2018-07-12,zp03r9vm,2022-01-01
681,NTSC,Reverse,Southern Island,14.0,KoiIroHoshi,82.352,2017-06-10,y231en5m,2022-01-01
682,NTSC,Reverse,Southern Island,15.0,RyanWarner,83.364,2021-12-14,yjx420gz,2022-01-01
683,NTSC,Reverse,Southern Island,16.0,NickWarner,84.118,2021-06-18,ywqx8j2y,2022-01-01
684,NTSC,Reverse,Southern Island,17.0,Bace,84.744,2018-03-18,y6784v0m,2022-01-01
685,NTSC,Reverse,Southern Island,18.0,JimB,98.819,2018-07-14,zp04dlrm,2022-01-01
686,NTSC,Reverse,Southern Island,19.0,Ipsum86,99.864,2018-07-13,yvj3qvoy,2022-01-01
687,NTSC,Reverse,Southern Island,20.0,Mahrla,100.862,2011-05-28,mekdnk3m,2022-01-01
688,NTSC,Reverse,Southern Island,21.0,DJ-Cat,101.441,2020-06-04,yjlxvxnz,2022-01-01
689,NTSC,RTA,Championship Normal,1.0,Shibbypod,561.0,2017-11-09,zxv8grqy,2022-01-01
690,NTSC,RTA,Championship Normal,2.0,doctorfeesh,562.0,2021-03-21,y42026nm,2022-01-01
691,NTSC,RTA,Championship Normal,3.0,Hayate1017,564.0,2018-12-06,m77v8jem,2022-01-01
692,NTSC,RTA,Championship Normal,3.0,MDK1,564.0,2021-12-03,y6n3en0z,2022-01-01
693,NTSC,RTA,Championship Normal,4.0,MetalHead,566.0,2019-12-23,m3102oqz,2022-01-01
694,NTSC,RTA,Championship Normal,4.0,VR747_CHALON_Type_a8,566.0,2021-11-16,me45wl2y,2022-01-01
695,NTSC,RTA,Championship Normal,5.0,MyOhMyPancakes,567.0,2019-08-29,z57d3vjm,2022-01-01
696,NTSC,RTA,Championship Normal,5.0,AS_Money,567.0,2019-09-21,y210n3jz,2022-01-01
697,NTSC,RTA,Championship Normal,5.0,quickpersonsIND,567.0,2019-09-30,mre74g2y,2022-01-01
698,NTSC,RTA,Championship Normal,6.0,meauxdal,576.0,2017-10-25,yw13n8pz,2022-01-01
699,NTSC,RTA,Championship Normal,7.0,touhu_dnb,577.0,2021-10-16,m37jgvwz,2022-01-01
700,NTSC,RTA,Championship Normal,8.0,kirch,581.0,2019-07-02,y955kqez,2022-01-01
701,NTSC,RTA,Championship Normal,8.0,andypanther,581.0,2020-07-02,zprp3lvm,2022-01-01
702,NTSC,RTA,Championship Normal,9.0,KoiIroHoshi,583.0,2017-06-27,mekojk8m,2022-01-01
703,NTSC,RTA,Championship Normal,10.0,ZubyDoo77,585.0,2020-11-09,y2d0ld7z,2022-01-01
704,NTSC,RTA,Championship Normal,11.0,GhillieGuide,587.0,2017-02-12,1zxrj15z,2022-01-01
705,NTSC,RTA,Championship Normal,12.0,arata0503,588.0,2021-09-09,mrn6g27y,2022-01-01
706,NTSC,RTA,Championship Normal,13.0,dosufura,589.0,2021-10-14,me4gvv2y,2022-01-01
707,NTSC,RTA,Championship Normal,14.0,hokorobi,595.0,2018-01-23,y67v19pm,2022-01-01
708,NTSC,RTA,Championship Normal,15.0,RioPeace,598.0,2016-04-28,dy4gendy,2022-01-01
709,NTSC,RTA,Championship Normal,15.0,AdomHaMez,598.0,2021-12-05,y209l6jm,2022-01-01
710,NTSC,RTA,Championship Normal,16.0,Trippyc,601.0,2017-09-16,zn802v7z,2022-01-01
711,NTSC,RTA,Championship Normal,17.0,Sysynct,605.64,2021-12-22,zgdk48jz,2022-01-01
712,NTSC,RTA,Championship Normal,18.0,Bace,607.0,2018-03-17,y678wx0m,2022-01-01
713,NTSC,RTA,Championship Normal,19.0,HeroProc,610.0,2017-05-01,zq66ev5y,2022-01-01
714,NTSC,RTA,Championship Normal,20.0,JJ,615.0,2017-01-30,9me518qm,2022-01-01
715,NTSC,RTA,Championship Normal,20.0,irukan,615.0,2021-12-16,yjx495oz,2022-01-01
716,NTSC,RTA,Championship Normal,21.0,kidnomor,616.0,2018-12-18,z11l69wz,2022-01-01
717,NTSC,RTA,Championship Normal,22.0,Speedruntrainer,617.0,2014-10-27,jy9qx52z,2022-01-01
718,NTSC,RTA,Championship Normal,23.0,Maple_Hood,623.0,2014-03-08,1zqo9r9y,2022-01-01
719,NTSC,RTA,Championship Normal,24.0,bendswithy,625.0,2016-07-05,7ylw102z,2022-01-01
720,NTSC,RTA,Championship Normal,25.0,Superfish3000,630.0,2019-05-06,y895065m,2022-01-01
721,NTSC,RTA,Championship Normal,26.0,Yagiu,643.0,2019-06-24,yw44eq3z,2022-01-01
722,NTSC,RTA,Championship Normal,27.0,starcrytas,655.0,2016-10-09,nz14g5jz,2022-01-01
723,NTSC,RTA,Championship Normal,28.0,backpain4,661.0,2021-12-14,yor2lx7y,2022-01-01
724,NTSC,RTA,Championship Normal,29.0,YoBGS,681.0,2019-05-17,z575dnjm,2022-01-01
725,NTSC,RTA,Championship Normal,30.0,MasterLemmon,686.0,2017-02-07,9mrprk4z,2022-01-01
726,NTSC,RTA,Championship Normal,31.0,GetLow,705.0,2021-12-16,mej85d8y,2022-01-01
727,NTSC,RTA,Championship Normal,32.0,JimB,708.0,2018-06-10,mr8qk7gy,2022-01-01
728,NTSC,RTA,Championship Normal,33.0,Recurv2,710.0,2021-02-15,zp32e4vm,2022-01-01
729,NTSC,RTA,Championship Normal,34.0,Ipsum86,712.0,2020-07-03,z15kr57y,2022-01-01
730,NTSC,RTA,Championship Normal,35.0,PokerFacowaty,714.0,2019-01-24,zx4xd1ey,2022-01-01
731,NTSC,RTA,Championship Normal,36.0,anglakey,831.0,2017-02-26,jy9rl0ny,2022-01-01
732,NTSC,RTA,Championship Normal,37.0,MeridianPrime,864.0,2018-08-04,y432xk3z,2022-01-01
733,NTSC,RTA,Championship Hard,1.0,Shibbypod,668.0,2018-03-09,z0ek75jm,2022-01-01
734,NTSC,RTA,Championship Hard,2.0,doctorfeesh,671.0,2020-04-04,z05en78m,2022-01-01
735,NTSC,RTA,Championship Hard,3.0,MDK1,676.0,2021-12-03,ydw8vrvm,2022-01-01
736,NTSC,RTA,Championship Hard,4.0,MyOhMyPancakes,677.0,2020-11-12,ylv7122m,2022-01-01
737,NTSC,RTA,Championship Hard,5.0,MetalHead,678.0,2018-09-30,me84q6qm,2022-01-01
738,NTSC,RTA,Championship Hard,5.0,VR747_CHALON_Type_a8,678.0,2021-11-22,zxo1jqkz,2022-01-01
739,NTSC,RTA,Championship Hard,6.0,AS_Money,683.0,2019-06-05,yoj4n6jm,2022-01-01
740,NTSC,RTA,Championship Hard,7.0,meauxdal,692.0,2017-10-23,y23pe75m,2022-01-01
741,NTSC,RTA,Championship Hard,8.0,andypanther,702.0,2017-06-06,z13jxx9m,2022-01-01
742,NTSC,RTA,Championship Hard,9.0,GhillieGuide,705.0,2017-02-15,emknxo5m,2022-01-01
743,NTSC,RTA,Championship Hard,10.0,Trippyc,715.0,2016-06-05,0y64x5qm,2022-01-01
744,NTSC,RTA,Championship Hard,11.0,RioPeace,724.0,2016-04-30,pzg2p4dy,2022-01-01
745,NTSC,RTA,Championship Hard,12.0,arata0503,741.0,2021-08-15,zn0k23vy,2022-01-01
746,NTSC,RTA,Championship Hard,13.0,JJ,756.0,2017-02-01,9me51oqm,2022-01-01
747,NTSC,RTA,Championship Expert,1.0,Shibbypod,776.0,2017-12-02,yvg8lg4y,2022-01-01
748,NTSC,RTA,Championship Expert,2.0,doctorfeesh,779.0,2019-06-09,m31d8q6z,2022-01-01
749,NTSC,RTA,Championship Expert,3.0,Illudude,785.0,2014-12-05,8yvk09xm,2022-01-01
750,NTSC,RTA,Championship Expert,4.0,MetalHead,788.0,2019-12-04,m31kq9wz,2022-01-01
751,NTSC,RTA,Championship Expert,5.0,VR747_CHALON_Type_a8,789.0,2021-11-22,yo6wqo5y,2022-01-01
752,NTSC,RTA,Championship Expert,6.0,MyOhMyPancakes,791.0,2019-05-23,y95o8pkz,2022-01-01
753,NTSC,RTA,Championship Expert,7.0,AS_Money,793.0,2019-09-20,y95ld72z,2022-01-01
754,NTSC,RTA,Championship Expert,8.0,meauxdal,804.0,2017-10-29,mrq7d7dy,2022-01-01
755,NTSC,RTA,Championship Expert,9.0,andypanther,807.0,2019-04-18,y43deodz,2022-01-01
756,NTSC,RTA,Championship Expert,10.0,kirch,822.0,2018-12-02,me8lll2m,2022-01-01
757,NTSC,RTA,Championship Expert,11.0,GhillieGuide,823.0,2016-11-04,6yjvd67y,2022-01-01
758,NTSC,RTA,Championship Expert,12.0,_LOG_cAbiN,827.0,2018-02-08,zpqk088y,2022-01-01
759,NTSC,RTA,Championship Expert,13.0,RioPeace,859.0,2016-04-30,9me516qm,2022-01-01
760,NTSC,RTA,Championship Expert,14.0,Dangerless,881.0,2018-07-11,zp04lpvm,2022-01-01
761,NTSC,RTA,Championship Reverse,1.0,Shibbypod,786.0,2021-02-20,zp3dlorm,2022-01-01
762,NTSC,RTA,Championship Reverse,2.0,doctorfeesh,787.0,2020-04-03,yjlkpj7z,2022-01-01
763,NTSC,RTA,Championship Reverse,3.0,MyOhMyPancakes,798.0,2020-11-21,y8r0dedm,2022-01-01
764,NTSC,RTA,Championship Reverse,4.0,VR747_CHALON_Type_a8,805.0,2021-11-14,m774d2wm,2022-01-01
765,NTSC,RTA,Championship Reverse,5.0,AS_Money,811.0,2019-09-08,z57d4gnm,2022-01-01
766,NTSC,RTA,Championship Reverse,6.0,meauxdal,814.0,2017-11-24,m792g59y,2022-01-01
767,NTSC,RTA,Championship Reverse,6.0,MetalHead,814.0,2018-09-01,yd397qxz,2022-01-01
768,NTSC,RTA,Championship Reverse,7.0,KoiIroHoshi,818.0,2017-07-05,y45w08km,2022-01-01
769,NTSC,RTA,Championship Reverse,8.0,GhillieGuide,823.0,2017-06-17,z13j4xjm,2022-01-01
770,NTSC,RTA,Championship Reverse,9.0,andypanther,824.0,2017-10-27,yjkp9knm,2022-01-01
771,NTSC,RTA,Championship Reverse,10.0,RioPeace,879.0,2016-05-06,dy44xrky,2022-01-01
772,NTSC,RTA,All Championships,1.0,Shibbypod,3071.0,2018-09-04,m7pdqj0m,2022-01-01
773,NTSC,RTA,All Championships,2.0,doctorfeesh,3102.0,2019-09-15,znr70jvy,2022-01-01
774,NTSC,RTA,All Championships,3.0,MyOhMyPancakes,3113.0,2019-09-13,y81jr75z,2022-01-01
775,NTSC,RTA,All Championships,4.0,MetalHead,3117.0,2020-09-18,z1o3w87m,2022-01-01
776,NTSC,RTA,All Championships,5.0,VR747_CHALON_Type_a8,3122.0,2021-11-23,y27ooqwz,2022-01-01
777,NTSC,RTA,All Championships,6.0,Hayate1017,3153.0,2021-11-02,y698681y,2022-01-01
778,NTSC,RTA,All Championships,7.0,AS_Money,3156.0,2019-09-15,y81jj35z,2022-01-01
779,NTSC,RTA,All Championships,8.0,quickpersonsIND,3159.0,2019-11-05,y41g62dy,2022-01-01
780,NTSC,RTA,All Championships,9.0,andypanther,3208.0,2019-09-30,zqw34vxz,2022-01-01
781,NTSC,RTA,All Championships,10.0,GhillieGuide,3217.0,2017-10-31,yw13lq9z,2022-01-01
782,NTSC,RTA,All Championships,11.0,RioPeace,3341.0,2016-05-11,yw1e9qnz,2022-01-01
783,NTSC,3 Lap,Sunny Beach,,Bunta,,,,2022-01-01
784,NTSC,3 Lap,Sunny Beach,,Dangerless,,,,2022-01-01
785,NTSC,3 Lap,Sunny Beach,,FPScanada,,,,2022-01-01
786,NTSC,3 Lap,Sunny Beach,,GetLow,,,,2022-01-01
787,NTSC,3 Lap,Sunny Beach,,Hayate1017,,,,2022-01-01
788,NTSC,3 Lap,Sunny Beach,,HighestLevelWizard,,,,2022-01-01
789,NTSC,3 Lap,Sunny Beach,,JJ,,,,2022-01-01
790,NTSC,3 Lap,Sunny Beach,,MMW,,,,2022-01-01
791,NTSC,3 Lap,Sunny Beach,,MasterLemmon,,,,2022-01-01
792,NTSC,3 Lap,Sunny Beach,,MeridianPrime,,,,2022-01-01
793,NTSC,3 Lap,Sunny Beach,,MortimerNova,,,,2022-01-01
794,NTSC,3 Lap,Sunny Beach,,Nordicboa,,,,2022-01-01
795,NTSC,3 Lap,Sunny Beach,,PasiKienzi,,,,2022-01-01
796,NTSC,3 Lap,Sunny Beach,,Ploflo82,,,,2022-01-01
797,NTSC,3 Lap,Sunny Beach,,PokerFacowaty,,,,2022-01-01
798,NTSC,3 Lap,Sunny Beach,,RandyOzzY,,,,2022-01-01
799,NTSC,3 Lap,Sunny Beach,,RideThatSurf,,,,2022-01-01
800,NTSC,3 Lap,Sunny Beach,,RioPeace,,,,2022-01-01
801,NTSC,3 Lap,Sunny Beach,,Sonata,,,,2022-01-01
802,NTSC,3 Lap,Sunny Beach,,Superfish3000,,,,2022-01-01
803,NTSC,3 Lap,Sunny Beach,,Sysynct,,,,2022-01-01
804,NTSC,3 Lap,Sunny Beach,,Trippyc,,,,2022-01-01
805,NTSC,3 Lap,Sunny Beach,,VR747_CHALON_Type_a8,,,,2022-01-01
806,NTSC,3 Lap,Sunny Beach,,Yagiu,,,,2022-01-01
807,NTSC,3 Lap,Sunny Beach,,YoBGS,,,,2022-01-01
808,NTSC,3 Lap,Sunny Beach,,_LOG_cAbiN,,,,2022-01-01
809,NTSC,3 Lap,Sunny Beach,,admiralsmit,,,,2022-01-01
810,NTSC,3 Lap,Sunny Beach,,anglakey,,,,2022-01-01
811,NTSC,3 Lap,Sunny Beach,,arata0503,,,,2022-01-01
812,NTSC,3 Lap,Sunny Beach,,backpain4,,,,2022-01-01
813,NTSC,3 Lap,Sunny Beach,,bendswithy,,,,2022-01-01
814,NTSC,3 Lap,Sunny Beach,,boynafe,,,,2022-01-01
815,NTSC,3 Lap,Sunny Beach,,d0ggr,,,,2022-01-01
816,NTSC,3 Lap,Sunny Beach,,dosufura,,,,2022-01-01
817,NTSC,3 Lap,Sunny Beach,,gplehner,,,,2022-01-01
818,NTSC,3 Lap,Sunny Beach,,grimya,,,,2022-01-01
819,NTSC,3 Lap,Sunny Beach,,hokorobi,,,,2022-01-01
820,NTSC,3 Lap,Sunny Beach,,irukan,,,,2022-01-01
821,NTSC,3 Lap,Sunny Beach,,kazey77,,,,2022-01-01
822,NTSC,3 Lap,Sunny Beach,,kidnomor,,,,2022-01-01
823,NTSC,3 Lap,Sunny Beach,,mrpitchy,,,,2022-01-01
824,NTSC,3 Lap,Sunny Beach,,starcrytas,,,,2022-01-01
825,NTSC,3 Lap,Sunny Beach,,timtamz91,,,,2022-01-01
826,NTSC,3 Lap,Sunny Beach,,touhu_dnb,,,,2022-01-01
827,NTSC,3 Lap,Sunny Beach,,usamiiin,,,,2022-01-01
828,NTSC,3 Lap,Sunset Bay,,Bunta,,,,2022-01-01
829,NTSC,3 Lap,Sunset Bay,,CD_84,,,,2022-01-01
830,NTSC,3 Lap,Sunset Bay,,Caseywho,,,,2022-01-01
831,NTSC,3 Lap,Sunset Bay,,Dangerless,,,,2022-01-01
832,NTSC,3 Lap,Sunset Bay,,EliminatorJr,,,,2022-01-01
833,NTSC,3 Lap,Sunset Bay,,GetLow,,,,2022-01-01
834,NTSC,3 Lap,Sunset Bay,,GooglyEyes,,,,2022-01-01
