,Region,Category,Level,Place,Player,Time,Run Date,ID,Date,tWR,dtWR,dtMedian,Score,dT,dS
428,NTSC,3 Lap,Port Blue,9.0,MDK1,78.716,2020-06-16,zgwqlpdy,2022-04-01,77.821,0.894999999999996,1.6245000000000047,3.73,0.0,-0.5500000000000003
429,NTSC,3 Lap,Port Blue,10.0,Illudude,78.722,2015-10-05,y8qj6lwy,2022-04-01,77.821,0.9009999999999962,1.6245000000000047,3.7,0.0,-0.5599999999999996
430,NTSC,3 Lap,Port Blue,11.0,MyOhMyPancakes,78.785,2020-08-21,yokg5gjz,2022-04-01,77.821,0.9639999999999986,1.6245000000000047,3.45,0.0,-0.5599999999999996
431,NTSC,3 Lap,Port Blue,12.0,AS_Money,78.857,2021-01-04,z53qo85y,2022-04-01,77.821,1.0360000000000014,1.6245000000000047,3.19,0.0,-0.56
432,NTSC,3 Lap,Port Blue,13.0,KoiIroHoshi,78.937,2017-06-30,z5ojpqjy,2022-04-01,77.821,1.1159999999999997,1.6245000000000047,2.92,0.0,-0.5500000000000003
433,NTSC,3 Lap,Port Blue,14.0,eToast,78.994,2020-07-19,zgwoe2jy,2022-04-01,77.821,1.1730000000000018,1.6245000000000047,2.74,0.0,-0.5499999999999998
434,NTSC,3 Lap,Port Blue,15.0,telfus,79.126,2022-03-22,yle8v4xz,2022-04-01,77.821,1.3050000000000068,1.6245000000000047,2.37,,
435,NTSC,3 Lap,Port Blue,16.0,meauxdal,79.139,2017-12-19,yjk22gdm,2022-04-01,77.821,1.3179999999999978,1.6245000000000047,2.34,0.0,-0.5300000000000002
436,NTSC,3 Lap,Port Blue,17.0,andypanther,79.18,2020-08-12,mrkwd04y,2022-04-01,77.821,1.3590000000000089,1.6245000000000047,2.23,0.0,-0.5299999999999998
437,NTSC,3 Lap,Port Blue,18.0,bobakanoosh55555,79.711,2018-07-20,z0314d4z,2022-04-01,77.821,1.8900000000000006,1.6245000000000047,1.24,-2.220446049250313e-16,-0.42999999999999994
438,NTSC,3 Lap,Port Blue,19.0,Bert86,79.837,2019-07-30,yv39en4z,2022-04-01,77.821,2.0160000000000053,1.6245000000000047,1.08,0.0,-0.3999999999999999
439,NTSC,3 Lap,Port Blue,20.0,GhillieGuide,79.847,2017-06-19,z0e53wem,2022-04-01,77.821,2.0259999999999962,1.6245000000000047,1.07,4.440892098500626e-16,-0.3999999999999999
440,NTSC,3 Lap,Port Blue,21.0,kazey77,80.473,2016-08-09,1zq8369z,2022-04-01,77.821,2.652000000000001,1.6245000000000047,0.54,0.0,-0.27
441,NTSC,3 Lap,Port Blue,22.0,Bunta,81.431,2018-02-19,mrqd274y,2022-04-01,77.821,3.6099999999999994,1.6245000000000047,0.19,-4.440892098500626e-16,-0.14
442,NTSC,3 Lap,Port Blue,23.0,xepsilon64,82.364,2022-01-06,yor77g1y,2022-04-01,77.821,4.543000000000006,1.6245000000000047,0.07,,
443,NTSC,3 Lap,Port Blue,24.0,RSR,82.427,2019-11-10,yd6g7vvz,2022-04-01,77.821,4.606000000000009,1.6245000000000047,0.06,0.0,-0.07
444,NTSC,3 Lap,Port Blue,25.0,Maple_Hood,82.941,2014-02-24,wzpqr9xy,2022-04-01,77.821,5.1200000000000045,1.6245000000000047,0.04,0.0,-0.04
445,NTSC,3 Lap,Port Blue,26.0,Bace,83.886,2018-03-18,m79vkrwy,2022-04-01,77.821,6.064999999999998,1.6245000000000047,0.01,0.0,-0.019999999999999997
446,NTSC,3 Lap,Port Blue,27.0,th3ch0s3n0n3,84.518,2021-01-12,y663d3qy,2022-04-01,77.821,6.697000000000003,1.6245000000000047,0.01,0.0,-0.01
447,NTSC,3 Lap,Port Blue,28.0,RyanWarner,86.715,2020-07-14,meowr52z,2022-04-01,77.821,8.894000000000005,1.6245000000000047,0.0,0.0,0.0
448,NTSC,3 Lap,Port Blue,29.0,nealclay,88.156,2015-01-02,pzgneldy,2022-04-01,77.821,10.335000000000008,1.6245000000000047,0.0,0.0,0.0
449,NTSC,3 Lap,Port Blue,30.0,AdomHaMez,88.944,2021-09-30,me40kx2y,2022-04-01,77.821,11.123000000000005,1.6245000000000047,0.0,0.0,0.0
450,NTSC,3 Lap,Port Blue,31.0,Mahrla,95.367,2011-05-27,yl92xgry,2022-04-01,77.821,17.546000000000006,1.6245000000000047,0.0,0.0,0.0
451,NTSC,3 Lap,Port Blue,32.0,JimB,96.844,2018-07-22,z5179wgm,2022-04-01,77.821,19.022999999999996,1.6245000000000047,0.0,-3.552713678800501e-15,0.0
452,NTSC,3 Lap,Port Blue,33.0,DJ-Cat,97.898,2020-07-17,zprxrnvm,2022-04-01,77.821,20.076999999999998,1.6245000000000047,0.0,-3.552713678800501e-15,0.0
453,NTSC,3 Lap,Port Blue,34.0,Recurv2,100.18,2021-02-03,m788355z,2022-04-01,77.821,22.35900000000001,1.6245000000000047,0.0,0.0,0.0
454,NTSC,1 Lap,Port Blue,1.0,Shibbypod,24.763,2018-04-05,m3d4g2gz,2022-04-01,24.763,0.0,0.883499999999998,5.0,0.0,0.0
455,NTSC,1 Lap,Port Blue,2.0,doctorfeesh,24.804,2021-09-07,mk5eovvm,2022-04-01,24.763,0.04099999999999682,0.883499999999998,4.6,1.3877787807814457e-17,0.0
456,NTSC,1 Lap,Port Blue,3.0,Game,25.046,2020-05-23,z15xovjy,2022-04-01,24.763,0.2829999999999977,0.883499999999998,2.82,0.0,0.0
457,NTSC,1 Lap,Port Blue,4.0,MetalHead,25.088,2018-11-27,y2qje46y,2022-04-01,24.763,0.3249999999999993,0.883499999999998,2.59,0.0,0.0
458,NTSC,1 Lap,Port Blue,5.0,MyOhMyPancakes,25.318,2020-08-24,z15ex07y,2022-04-01,24.763,0.5549999999999997,0.883499999999998,1.62,0.0,-0.009999999999999787
459,NTSC,1 Lap,Port Blue,6.0,telfus,25.372,2022-02-04,mejlp78y,2022-04-01,24.763,0.6089999999999982,0.883499999999998,1.45,,
460,NTSC,1 Lap,Port Blue,7.0,mo_moe,25.455,2017-03-09,7yl8gvnz,2022-04-01,24.763,0.6919999999999966,0.883499999999998,1.23,0.0,0.0
461,NTSC,1 Lap,Port Blue,8.0,eToast,25.495,2020-07-18,yokxlejz,2022-04-01,24.763,0.7319999999999993,0.883499999999998,1.13,0.0,-0.010000000000000009
462,NTSC,1 Lap,Port Blue,9.0,KoiIroHoshi,25.55,2017-06-30,ydq5jkqm,2022-04-01,24.763,0.786999999999999,0.883499999999998,1.01,0.0,-0.010000000000000009
463,NTSC,1 Lap,Port Blue,10.0,quickpersonsIND,25.555,2018-12-06,y6p23epm,2022-04-01,24.763,0.791999999999998,0.883499999999998,1.0,0.0,-0.010000000000000009
464,NTSC,1 Lap,Port Blue,11.0,meauxdal,25.576,2017-11-02,y670110m,2022-04-01,24.763,0.8129999999999988,0.883499999999998,0.96,0.0,-0.010000000000000009
465,NTSC,1 Lap,Port Blue,12.0,andypanther,25.644,2021-07-13,y8edn41y,2022-04-01,24.763,0.8809999999999967,0.883499999999998,0.84,0.0,0.0
466,NTSC,1 Lap,Port Blue,13.0,analogism,25.649,2015-12-22,dy47nrny,2022-04-01,24.763,0.8859999999999992,0.883499999999998,0.83,0.0,0.0
467,NTSC,1 Lap,Port Blue,14.0,Bert86,25.67,2019-07-30,yj36re3z,2022-04-01,24.763,0.907,0.883499999999998,0.79,0.0,-0.010000000000000009
468,NTSC,1 Lap,Port Blue,15.0,GhillieGuide,26.017,2016-10-14,8yvn604m,2022-04-01,24.763,1.2539999999999978,0.883499999999998,0.39,0.0,-0.010000000000000009
469,NTSC,1 Lap,Port Blue,16.0,RSR,26.889,2019-11-10,z1jqev7z,2022-04-01,24.763,2.1259999999999977,0.883499999999998,0.07,0.0,0.0
470,NTSC,1 Lap,Port Blue,17.0,th3ch0s3n0n3,26.899,2021-01-12,yv2414xm,2022-04-01,24.763,2.1359999999999992,0.883499999999998,0.07,0.0,0.0
471,NTSC,1 Lap,Port Blue,18.0,Bace,26.941,2018-03-18,yjk700nm,2022-04-01,24.763,2.1779999999999973,0.883499999999998,0.06,0.0,0.0
472,NTSC,1 Lap,Port Blue,19.0,Maple_Hood,26.997,2014-02-24,nz1pxxwz,2022-04-01,24.763,2.233999999999998,0.883499999999998,0.05,0.0,0.0
473,NTSC,1 Lap,Port Blue,20.0,AdomHaMez,28.385,2021-09-30,zp8pq4vy,2022-04-01,24.763,3.622,0.883499999999998,0.0,0.0,0.0
474,NTSC,1 Lap,Port Blue,21.0,Mahrla,30.698,2011-05-26,zgn1o4dy,2022-04-01,24.763,5.934999999999999,0.883499999999998,0.0,0.0,0.0
475,NTSC,1 Lap,Port Blue,22.0,JimB,31.332,2018-04-21,z5oq7jgy,2022-04-01,24.763,6.568999999999999,0.883499999999998,0.0,0.0,0.0
476,NTSC,1 Lap,Port Blue,23.0,DJ-Cat,31.74,2020-06-18,z05lgqem,2022-04-01,24.763,6.976999999999997,0.883499999999998,0.0,0.0,0.0
477,NTSC,1 Lap,Port Blue,24.0,Recurv2,31.943,2021-02-03,m3nnkg6y,2022-04-01,24.763,7.18,0.883499999999998,0.0,0.0,0.0
478,NTSC,Reverse,Port Blue,1.0,doctorfeesh,75.039,2020-08-04,z05k1vom,2022-04-01,75.039,0.0,2.536999999999999,10.0,0.0,0.0
479,NTSC,Reverse,Port Blue,2.0,Shibbypod,75.468,2019-06-18,mk290wxm,2022-04-01,75.039,0.42900000000000205,2.536999999999999,7.39,5.551115123125783e-17,-0.10000000000000053
480,NTSC,Reverse,Port Blue,3.0,Game,75.993,2020-08-04,yd5o56qm,2022-04-01,75.039,0.9539999999999935,2.536999999999999,5.1,-1.1102230246251565e-16,-0.15000000000000036
481,NTSC,Reverse,Port Blue,4.0,AS_Money,76.717,2021-01-02,ylvw1r2m,2022-04-01,75.039,1.6779999999999973,2.536999999999999,3.06,0.0,-0.16000000000000014
482,NTSC,Reverse,Port Blue,5.0,mo_moe,76.889,2017-08-15,yvg13joy,2022-04-01,75.039,1.8499999999999943,2.536999999999999,2.71,0.0,-0.16000000000000014
483,NTSC,Reverse,Port Blue,6.0,MyOhMyPancakes,76.942,2020-08-04,y4w0wwqm,2022-04-01,75.039,1.9029999999999916,2.536999999999999,2.61,-4.440892098500626e-16,-0.16000000000000014
484,NTSC,Reverse,Port Blue,7.0,MetalHead,77.266,2019-06-18,y95269nz,2022-04-01,75.039,2.227000000000004,2.536999999999999,2.07,0.0,-0.15000000000000036
485,NTSC,Reverse,Port Blue,8.0,KoiIroHoshi,77.385,2017-12-22,mrqlgvgy,2022-04-01,75.039,2.3460000000000036,2.536999999999999,1.91,-4.440892098500626e-16,-0.1399999999999999
486,NTSC,Reverse,Port Blue,9.0,telfus,77.458,2022-03-23,mr6g6qgm,2022-04-01,75.039,2.418999999999997,2.536999999999999,1.81,,
487,NTSC,Reverse,Port Blue,10.0,GhillieGuide,77.694,2017-06-20,zq6w6xxy,2022-04-01,75.039,2.655000000000001,2.536999999999999,1.53,0.0,-0.1399999999999999
488,NTSC,Reverse,Port Blue,11.0,the_androgyne,77.698,2018-04-03,yvgk4nxy,2022-04-01,75.039,2.658999999999992,2.536999999999999,1.53,0.0,-0.1299999999999999
489,NTSC,Reverse,Port Blue,12.0,meauxdal,77.726,2017-11-19,y8qxl4xy,2022-04-01,75.039,2.6869999999999976,2.536999999999999,1.5,0.0,-0.1299999999999999
490,NTSC,Reverse,Port Blue,13.0,andypanther,78.015,2021-07-13,yj5g7vgm,2022-04-01,75.039,2.975999999999999,2.536999999999999,1.22,0.0,-0.1200000000000001
491,NTSC,Reverse,Port Blue,14.0,Bunta,80.483,2018-03-09,y678d16m,2022-04-01,75.039,5.444000000000003,2.536999999999999,0.21,0.0,-0.04000000000000001
492,NTSC,Reverse,Port Blue,15.0,Bace,83.325,2018-03-18,y6784vqm,2022-04-01,75.039,8.286000000000001,2.536999999999999,0.03,0.0,-0.010000000000000002
493,NTSC,Reverse,Port Blue,16.0,Mahrla,94.155,2011-05-27,yo48x1dm,2022-04-01,75.039,19.116,2.536999999999999,0.0,0.0,0.0
494,NTSC,Reverse,Port Blue,17.0,JimB,95.056,2018-07-22,m7pqrl0m,2022-04-01,75.039,20.016999999999996,2.536999999999999,0.0,-3.552713678800501e-15,0.0
495,NTSC,Reverse,Port Blue,18.0,DJ-Cat,95.479,2020-07-17,mrkxkq8y,2022-04-01,75.039,20.439999999999998,2.536999999999999,0.0,-3.552713678800501e-15,0.0
496,NTSC,3 Lap,Twilight City,1.0,Shibbypod,83.795,2018-04-12,yvgkxoxy,2022-04-01,83.795,0.0,2.1154999999999973,10.0,0.0,0.0
497,NTSC,3 Lap,Twilight City,2.0,doctorfeesh,84.229,2020-12-30,ylv2p0rm,2022-04-01,83.795,0.4339999999999975,2.1154999999999973,6.92,0.0,-0.08000000000000007
498,NTSC,3 Lap,Twilight City,3.0,Illudude,84.297,2020-07-24,y82od8wy,2022-04-01,83.795,0.5019999999999953,2.1154999999999973,6.54,0.0,-0.08000000000000007
499,NTSC,3 Lap,Twilight City,4.0,Hayate1017,84.319,2022-02-08,z12kpdry,2022-04-01,83.795,0.5240000000000009,2.1154999999999973,6.42,,6.42
500,NTSC,3 Lap,Twilight City,5.0,MetalHead,84.498,2019-01-30,zx4xjvqy,2022-04-01,83.795,0.703000000000003,2.1154999999999973,5.51,0.0,-0.10000000000000053
501,NTSC,3 Lap,Twilight City,6.0,Game,84.531,2018-04-15,yj44k1dy,2022-04-01,83.795,0.7360000000000042,2.1154999999999973,5.36,0.0,-0.09999999999999964
502,NTSC,3 Lap,Twilight City,7.0,mo_moe,84.696,2017-04-01,yw1ep80z,2022-04-01,83.795,0.9009999999999962,2.1154999999999973,4.66,0.0,-0.10999999999999943
503,NTSC,3 Lap,Twilight City,8.0,MDK1,84.818,2020-06-23,yoklo51z,2022-04-01,83.795,1.0229999999999961,2.1154999999999973,4.2,2.220446049250313e-16,-0.10999999999999943
504,NTSC,3 Lap,Twilight City,9.0,meauxdal,84.855,2017-12-30,zq6dwg9y,2022-04-01,83.795,1.0600000000000023,2.1154999999999973,4.07,-2.220446049250313e-16,-0.10999999999999943
505,NTSC,3 Lap,Twilight City,10.0,eToast,84.92,2020-07-21,zx2j9w5m,2022-04-01,83.795,1.125,2.1154999999999973,3.86,0.0,-0.11000000000000032
506,NTSC,3 Lap,Twilight City,11.0,MyOhMyPancakes,84.989,2022-03-01,yorel3dy,2022-04-01,83.795,1.1940000000000026,2.1154999999999973,3.64,-0.5159999999999909,1.19
507,NTSC,3 Lap,Twilight City,12.0,AS_Money,85.198,2020-03-30,y6531ppz,2022-04-01,83.795,1.4029999999999916,2.1154999999999973,3.05,0.0,-0.10000000000000009
508,NTSC,3 Lap,Twilight City,13.0,quickpersonsIND,85.607,2019-10-21,z01lxg8y,2022-04-01,83.795,1.8119999999999976,2.1154999999999973,2.16,0.0,-0.08999999999999986
509,NTSC,3 Lap,Twilight City,14.0,andypanther,85.73,2018-07-31,yj4le5ny,2022-04-01,83.795,1.9350000000000023,2.1154999999999973,1.94,-2.220446049250313e-16,-0.10000000000000009
510,NTSC,3 Lap,Twilight City,15.0,KoiIroHoshi,85.871,2017-12-25,z5opqg5y,2022-04-01,83.795,2.0759999999999934,2.1154999999999973,1.72,0.0,-0.09000000000000008
511,NTSC,3 Lap,Twilight City,16.0,GhillieGuide,85.896,2017-02-03,wzpe328y,2022-04-01,83.795,2.100999999999999,2.1154999999999973,1.69,0.0,-0.09000000000000008
512,NTSC,3 Lap,Twilight City,17.0,telfus,85.925,2022-02-16,y20w37jm,2022-04-01,83.795,2.1299999999999955,2.1154999999999973,1.65,,
513,NTSC,3 Lap,Twilight City,18.0,analogism,86.052,2016-05-14,2ywvvp0z,2022-04-01,83.795,2.257000000000005,2.1154999999999973,1.48,0.0,-0.08000000000000007
514,NTSC,3 Lap,Twilight City,19.0,bobakanoosh55555,86.317,2021-07-08,y4r4gjkz,2022-04-01,83.795,2.5219999999999914,2.1154999999999973,1.18,-4.440892098500626e-16,-0.08000000000000007
515,NTSC,3 Lap,Twilight City,20.0,the_androgyne,87.021,2017-12-28,y8q6585y,2022-04-01,83.795,3.225999999999999,2.1154999999999973,0.65,0.0,-0.04999999999999993
516,NTSC,3 Lap,Twilight City,21.0,Trippyc,87.244,2017-09-19,z0e7kp4m,2022-04-01,83.795,3.448999999999998,2.1154999999999973,0.54,0.0,-0.04999999999999993
517,NTSC,3 Lap,Twilight City,22.0,RSR,87.45,2020-05-30,m7gw8pem,2022-04-01,83.795,3.655000000000001,2.1154999999999973,0.45,0.0,-0.04999999999999999
518,NTSC,3 Lap,Twilight City,23.0,th3ch0s3n0n3,87.484,2021-04-12,y8d3n21z,2022-04-01,83.795,3.688999999999993,2.1154999999999973,0.44,0.0,-0.03999999999999998
519,NTSC,3 Lap,Twilight City,24.0,grimya,88.244,2017-01-04,wzp5e2xy,2022-04-01,83.795,4.448999999999998,2.1154999999999973,0.23,0.0,-0.03
520,NTSC,3 Lap,Twilight City,25.0,RyanWarner,88.839,2021-07-11,zgg02q0z,2022-04-01,83.795,5.043999999999997,2.1154999999999973,0.14,0.0,-0.01999999999999999
521,NTSC,3 Lap,Twilight City,26.0,Bace,88.881,2018-01-16,zxvqo88y,2022-04-01,83.795,5.0859999999999985,2.1154999999999973,0.13,-8.881784197001252e-16,-0.01999999999999999
522,NTSC,3 Lap,Twilight City,27.0,Maple_Hood,89.75,2014-04-09,pzgnwqjy,2022-04-01,83.795,5.954999999999998,2.1154999999999973,0.06,0.0,-0.010000000000000009
523,NTSC,3 Lap,Twilight City,28.0,AdomHaMez,92.608,2021-09-24,y27jrpwz,2022-04-01,83.795,8.813000000000002,2.1154999999999973,0.01,0.0,0.0
524,NTSC,3 Lap,Twilight City,29.0,Mahrla,102.396,2006-06-07,zpqvxe8y,2022-04-01,83.795,18.601,2.1154999999999973,0.0,0.0,0.0
525,NTSC,3 Lap,Twilight City,30.0,JimB,105.299,2018-11-12,z11gl0jz,2022-04-01,83.795,21.504000000000005,2.1154999999999973,0.0,0.0,0.0
526,NTSC,3 Lap,Twilight City,31.0,DJ-Cat,110.002,2020-07-23,mrk08o2y,2022-04-01,83.795,26.206999999999994,2.1154999999999973,0.0,-3.552713678800501e-15,0.0
527,NTSC,3 Lap,Twilight City,32.0,PasiKienzi,124.03,2021-10-20,zqv26g9m,2022-04-01,83.795,40.235,2.1154999999999973,0.0,0.0,0.0
528,NTSC,1 Lap,Twilight City,1.0,Shibbypod,26.991,2018-04-15,y23466wm,2022-04-01,26.991,0.0,0.9209999999999994,5.0,0.0,0.0
529,NTSC,1 Lap,Twilight City,2.0,Illudude,27.21,2020-09-20,z093658z,2022-04-01,26.991,0.2190000000000012,0.9209999999999994,3.27,0.0,0.0
530,NTSC,1 Lap,Twilight City,3.0,doctorfeesh,27.258,2020-12-30,y4evj1dm,2022-04-01,26.991,0.26699999999999946,0.9209999999999994,2.97,5.551115123125783e-17,-0.009999999999999787
531,NTSC,1 Lap,Twilight City,4.0,mo_moe,27.307,2017-04-01,yjkj4lgm,2022-04-01,26.991,0.31599999999999895,0.9209999999999994,2.7,5.551115123125783e-17,-0.009999999999999787
532,NTSC,1 Lap,Twilight City,5.0,Game,27.335,2018-04-15,zg77nxez,2022-04-01,26.991,0.3440000000000012,0.9209999999999994,2.56,0.0,-0.009999999999999787
533,NTSC,1 Lap,Twilight City,6.0,MetalHead,27.336,2018-09-20,y437er3z,2022-04-01,26.991,0.34499999999999886,0.9209999999999994,2.56,5.551115123125783e-17,0.0
534,NTSC,1 Lap,Twilight City,7.0,meauxdal,27.356,2017-12-24,zq6j5n9y,2022-04-01,26.991,0.365000000000002,0.9209999999999994,2.46,0.0,-0.010000000000000231
535,NTSC,1 Lap,Twilight City,8.0,MyOhMyPancakes,27.426,2022-01-29,z5ve26jm,2022-04-01,26.991,0.4349999999999987,0.9209999999999994,2.15,-0.007000000000001394,0.029999999999999805
536,NTSC,1 Lap,Twilight City,9.0,andypanther,27.432,2018-01-25,z0eq174m,2022-04-01,26.991,0.44099999999999895,0.9209999999999994,2.12,5.551115123125783e-17,-0.009999999999999787
537,NTSC,1 Lap,Twilight City,10.0,quickpersonsIND,27.448,2018-10-15,yo2r191z,2022-04-01,26.991,0.45700000000000074,0.9209999999999994,2.06,5.551115123125783e-17,0.0
538,NTSC,1 Lap,Twilight City,11.0,AS_Money,27.492,2019-01-06,z03xvnez,2022-04-01,26.991,0.5010000000000012,0.9209999999999994,1.89,0.0,0.0
539,NTSC,1 Lap,Twilight City,12.0,KoiIroHoshi,27.624,2017-12-25,m3dqpjdz,2022-04-01,26.991,0.6329999999999991,0.9209999999999994,1.46,0.0,-0.010000000000000009
540,NTSC,1 Lap,Twilight City,13.0,telfus,27.66,2022-02-16,y8jpqewz,2022-04-01,26.991,0.6690000000000005,0.9209999999999994,1.36,,
541,NTSC,1 Lap,Twilight City,14.0,analogism,27.912,2016-05-14,6yj884gm,2022-04-01,26.991,0.9209999999999994,0.9209999999999994,0.83,0.0,-0.010000000000000009
542,NTSC,1 Lap,Twilight City,15.0,bobakanoosh55555,27.92,2021-07-08,y2x4jnwm,2022-04-01,26.991,0.929000000000002,0.9209999999999994,0.82,0.0,-0.010000000000000009
543,NTSC,1 Lap,Twilight City,16.0,GhillieGuide,28.067,2016-06-07,wzpwl7xy,2022-04-01,26.991,1.0760000000000005,0.9209999999999994,0.62,2.220446049250313e-16,0.0
544,NTSC,1 Lap,Twilight City,17.0,th3ch0s3n0n3,28.389,2021-04-12,z0rwk5ez,2022-04-01,26.991,1.3979999999999997,0.9209999999999994,0.33,0.0,0.0
545,NTSC,1 Lap,Twilight City,18.0,RSR,28.51,2020-05-30,mrk648dy,2022-04-01,26.991,1.519000000000002,0.9209999999999994,0.26,0.0,0.0
546,NTSC,1 Lap,Twilight City,19.0,RyanWarner,28.681,2021-07-11,ydrxggqz,2022-04-01,26.991,1.6900000000000013,0.9209999999999994,0.19,0.0,0.0
547,NTSC,1 Lap,Twilight City,20.0,Bace,28.792,2018-01-16,y97j3xnm,2022-04-01,26.991,1.801000000000002,0.9209999999999994,0.15,0.0,0.0
548,NTSC,1 Lap,Twilight City,21.0,Maple_Hood,29.134,2014-04-09,9yop665m,2022-04-01,26.991,2.1430000000000007,0.9209999999999994,0.08,0.0,0.0
549,NTSC,1 Lap,Twilight City,22.0,AdomHaMez,29.874,2021-09-24,y27jrp6z,2022-04-01,26.991,2.882999999999999,0.9209999999999994,0.02,0.0,0.0
550,NTSC,1 Lap,Twilight City,23.0,Mahrla,32.978,2011-05-28,zpqvx7gy,2022-04-01,26.991,5.987000000000002,0.9209999999999994,0.0,0.0,0.0
551,NTSC,1 Lap,Twilight City,24.0,Recurv2,33.995,2021-02-07,zgxgqoem,2022-04-01,26.991,7.003999999999998,0.9209999999999994,0.0,0.0,0.0
552,NTSC,1 Lap,Twilight City,25.0,JimB,34.119,2018-11-12,mk9d0x3z,2022-04-01,26.991,7.128,0.9209999999999994,0.0,0.0,0.0
553,NTSC,1 Lap,Twilight City,26.0,DJ-Cat,35.282,2020-07-23,z5jl1egm,2022-04-01,26.991,8.290999999999997,0.9209999999999994,0.0,0.0,0.0
554,NTSC,1 Lap,Twilight City,27.0,PasiKienzi,39.258,2021-10-20,ywkw102y,2022-04-01,26.991,12.267000000000003,0.9209999999999994,0.0,-1.7763568394002505e-15,0.0
555,NTSC,Reverse,Twilight City,1.0,doctorfeesh,94.004,2020-11-15,zq49g1rm,2022-04-01,94.004,0.0,1.777000000000001,10.0,0.0,0.0
556,NTSC,Reverse,Twilight City,2.0,MDK1,94.58,2021-11-26,ywklrr2y,2022-04-01,94.004,0.5759999999999934,1.777000000000001,5.59,0.0,0.04999999999999982
557,NTSC,Reverse,Twilight City,3.0,Shibbypod,94.654,2018-08-22,y432enkz,2022-04-01,94.004,0.6499999999999915,1.777000000000001,5.19,0.0,0.05000000000000071
558,NTSC,Reverse,Twilight City,4.0,Game,94.898,2018-07-31,yd35npvz,2022-04-01,94.004,0.8939999999999912,1.777000000000001,4.06,0.0,0.05999999999999961
559,NTSC,Reverse,Twilight City,5.0,MyOhMyPancakes,94.899,2020-11-12,y6r0o0py,2022-04-01,94.004,0.894999999999996,1.777000000000001,4.06,0.0,0.05999999999999961
560,NTSC,Reverse,Twilight City,6.0,the_androgyne,95.097,2018-07-27,m7pgwe9m,2022-04-01,94.004,1.0929999999999893,1.777000000000001,3.32,2.220446049250313e-16,0.04999999999999982
561,NTSC,Reverse,Twilight City,7.0,meauxdal,95.179,2020-11-18,y8rxov5m,2022-04-01,94.004,1.1749999999999972,1.777000000000001,3.06,0.0,0.06000000000000005
562,NTSC,Reverse,Twilight City,8.0,AS_Money,95.666,2019-11-14,z57p3nnm,2022-04-01,94.004,1.661999999999992,1.777000000000001,1.87,0.0,0.050000000000000044
563,NTSC,Reverse,Twilight City,9.0,mo_moe,95.727,2017-08-26,zq60k78y,2022-04-01,94.004,1.722999999999999,1.777000000000001,1.76,0.0,0.050000000000000044
564,NTSC,Reverse,Twilight City,10.0,KoiIroHoshi,95.781,2017-12-27,y45odl3m,2022-04-01,94.004,1.777000000000001,1.777000000000001,1.67,0.0,0.04999999999999982
565,NTSC,Reverse,Twilight City,11.0,telfus,95.949,2022-03-28,zn7do0lm,2022-04-01,94.004,1.9449999999999932,1.777000000000001,1.41,,
566,NTSC,Reverse,Twilight City,12.0,MetalHead,96.612,2018-07-25,me8o640m,2022-04-01,94.004,2.60799999999999,1.777000000000001,0.72,0.0,0.030000000000000027
567,NTSC,Reverse,Twilight City,13.0,andypanther,96.712,2021-07-03,mk5grn1m,2022-04-01,94.004,2.7079999999999984,1.777000000000001,0.65,0.0,0.030000000000000027
568,NTSC,Reverse,Twilight City,14.0,GhillieGuide,96.73,2017-06-21,yjkl3w7m,2022-04-01,94.004,2.725999999999999,1.777000000000001,0.64,0.0,0.030000000000000027
569,NTSC,Reverse,Twilight City,15.0,RyanWarner,98.789,2021-12-17,zxlk9l5z,2022-04-01,94.004,4.784999999999997,1.777000000000001,0.08,0.0,0.009999999999999995
570,NTSC,Reverse,Twilight City,16.0,Bace,103.321,2018-03-18,zpq5exny,2022-04-01,94.004,9.316999999999993,1.777000000000001,0.0,1.7763568394002505e-15,0.0
571,NTSC,Reverse,Twilight City,17.0,JimB,116.917,2018-11-25,yo2l6g7z,2022-04-01,94.004,22.912999999999997,1.777000000000001,0.0,-3.552713678800501e-15,0.0
572,NTSC,Reverse,Twilight City,18.0,Mahrla,117.253,2011-05-28,ydqplkjm,2022-04-01,94.004,23.248999999999995,1.777000000000001,0.0,0.0,0.0
573,NTSC,Reverse,Twilight City,19.0,DJ-Cat,119.332,2020-07-23,y90p28vy,2022-04-01,94.004,25.32799999999999,1.777000000000001,0.0,0.0,0.0
574,NTSC,3 Lap,Glacier Coast,1.0,Shibbypod,74.984,2020-07-31,zpro6erm,2022-04-01,74.984,0.0,1.9930000000000092,10.0,0.0,0.0
575,NTSC,3 Lap,Glacier Coast,2.0,doctorfeesh,75.183,2021-11-13,y93qn8ny,2022-04-01,74.984,0.19900000000001228,1.9930000000000092,8.36,8.326672684688674e-17,-0.0600000000000005
576,NTSC,3 Lap,Glacier Coast,3.0,analogism,75.745,2016-04-11,8m7xv7ey,2022-04-01,74.984,0.7610000000000099,1.9930000000000092,5.05,0.0,-0.1200000000000001
577,NTSC,3 Lap,Glacier Coast,4.0,Hayate1017,75.824,2022-02-08,m7w361wz,2022-04-01,74.984,0.8400000000000034,1.9930000000000092,4.7,,4.7
578,NTSC,3 Lap,Glacier Coast,5.0,mo_moe,75.854,2017-07-14,ydq0e5jm,2022-04-01,74.984,0.8700000000000045,1.9930000000000092,4.57,0.0,-0.13999999999999968
